,datetime,year,month,day,hour,minutes,temp,hum,rain
3,"{u'mday': u'18', u'hour': u'01', u'min': u'30', u'mon': u'08', u'pretty': u'1:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,1,30,14.0,77,0
4,"{u'mday': u'18', u'hour': u'02', u'min': u'00', u'mon': u'08', u'pretty': u'2:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,2,0,14.0,82,0
5,"{u'mday': u'18', u'hour': u'02', u'min': u'30', u'mon': u'08', u'pretty': u'2:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,2,30,14.0,82,0
6,"{u'mday': u'18', u'hour': u'03', u'min': u'00', u'mon': u'08', u'pretty': u'3:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,3,0,14.0,82,0
7,"{u'mday': u'18', u'hour': u'03', u'min': u'30', u'mon': u'08', u'pretty': u'3:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,3,30,13.0,82,0
8,"{u'mday': u'18', u'hour': u'04', u'min': u'00', u'mon': u'08', u'pretty': u'4:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,4,0,12.0,88,0
9,"{u'mday': u'18', u'hour': u'04', u'min': u'30', u'mon': u'08', u'pretty': u'4:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,4,30,12.0,88,0
10,"{u'mday': u'18', u'hour': u'05', u'min': u'00', u'mon': u'08', u'pretty': u'5:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,5,0,12.0,88,0
11,"{u'mday': u'18', u'hour': u'05', u'min': u'30', u'mon': u'08', u'pretty': u'5:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,5,30,12.0,88,0
12,"{u'mday': u'18', u'hour': u'06', u'min': u'00', u'mon': u'08', u'pretty': u'6:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,6,0,12.0,88,0
13,"{u'mday': u'18', u'hour': u'06', u'min': u'30', u'mon': u'08', u'pretty': u'6:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,6,30,11.0,94,0
14,"{u'mday': u'18', u'hour': u'07', u'min': u'00', u'mon': u'08', u'pretty': u'7:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,7,0,12.0,88,0
15,"{u'mday': u'18', u'hour': u'07', u'min': u'30', u'mon': u'08', u'pretty': u'7:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,7,30,12.0,88,0
16,"{u'mday': u'18', u'hour': u'08', u'min': u'00', u'mon': u'08', u'pretty': u'8:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,8,0,13.0,88,0
17,"{u'mday': u'18', u'hour': u'08', u'min': u'30', u'mon': u'08', u'pretty': u'8:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,8,30,15.0,77,0
18,"{u'mday': u'18', u'hour': u'09', u'min': u'00', u'mon': u'08', u'pretty': u'9:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,9,0,17.0,72,0
19,"{u'mday': u'18', u'hour': u'09', u'min': u'30', u'mon': u'08', u'pretty': u'9:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,9,30,18.0,68,0
20,"{u'mday': u'18', u'hour': u'10', u'min': u'00', u'mon': u'08', u'pretty': u'10:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,10,0,19.0,64,0
21,"{u'mday': u'18', u'hour': u'10', u'min': u'30', u'mon': u'08', u'pretty': u'10:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,10,30,20.0,56,0
22,"{u'mday': u'18', u'hour': u'11', u'min': u'00', u'mon': u'08', u'pretty': u'11:00 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,11,0,21.0,53,0
23,"{u'mday': u'18', u'hour': u'11', u'min': u'30', u'mon': u'08', u'pretty': u'11:30 AM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,11,30,22.0,53,0
24,"{u'mday': u'18', u'hour': u'12', u'min': u'00', u'mon': u'08', u'pretty': u'12:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,12,0,22.0,50,0
25,"{u'mday': u'18', u'hour': u'12', u'min': u'30', u'mon': u'08', u'pretty': u'12:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,12,30,23.0,50,0
26,"{u'mday': u'18', u'hour': u'13', u'min': u'00', u'mon': u'08', u'pretty': u'1:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,13,0,24.0,44,0
27,"{u'mday': u'18', u'hour': u'13', u'min': u'30', u'mon': u'08', u'pretty': u'1:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,13,30,25.0,41,0
28,"{u'mday': u'18', u'hour': u'14', u'min': u'00', u'mon': u'08', u'pretty': u'2:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,14,0,25.0,41,0
29,"{u'mday': u'18', u'hour': u'14', u'min': u'30', u'mon': u'08', u'pretty': u'2:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,14,30,27.0,37,0
30,"{u'mday': u'18', u'hour': u'15', u'min': u'00', u'mon': u'08', u'pretty': u'3:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,15,0,27.0,34,0
31,"{u'mday': u'18', u'hour': u'15', u'min': u'30', u'mon': u'08', u'pretty': u'3:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,15,30,28.0,32,0
32,"{u'mday': u'18', u'hour': u'16', u'min': u'00', u'mon': u'08', u'pretty': u'4:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,16,0,28.0,32,0
33,"{u'mday': u'18', u'hour': u'16', u'min': u'30', u'mon': u'08', u'pretty': u'4:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,16,30,29.0,30,0
34,"{u'mday': u'18', u'hour': u'17', u'min': u'00', u'mon': u'08', u'pretty': u'5:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,17,0,29.0,30,0
35,"{u'mday': u'18', u'hour': u'17', u'min': u'30', u'mon': u'08', u'pretty': u'5:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,17,30,29.0,27,0
36,"{u'mday': u'18', u'hour': u'18', u'min': u'00', u'mon': u'08', u'pretty': u'6:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,18,0,29.0,27,0
37,"{u'mday': u'18', u'hour': u'18', u'min': u'30', u'mon': u'08', u'pretty': u'6:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,18,30,29.0,27,0
38,"{u'mday': u'18', u'hour': u'19', u'min': u'00', u'mon': u'08', u'pretty': u'7:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,19,0,28.0,30,0
39,"{u'mday': u'18', u'hour': u'19', u'min': u'30', u'mon': u'08', u'pretty': u'7:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,19,30,28.0,30,0
40,"{u'mday': u'18', u'hour': u'20', u'min': u'00', u'mon': u'08', u'pretty': u'8:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,20,0,28.0,30,0
41,"{u'mday': u'18', u'hour': u'20', u'min': u'30', u'mon': u'08', u'pretty': u'8:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,20,30,26.0,36,0
42,"{u'mday': u'18', u'hour': u'21', u'min': u'00', u'mon': u'08', u'pretty': u'9:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,21,0,25.0,41,0
43,"{u'mday': u'18', u'hour': u'21', u'min': u'30', u'mon': u'08', u'pretty': u'9:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,21,30,24.0,44,0
44,"{u'mday': u'18', u'hour': u'22', u'min': u'00', u'mon': u'08', u'pretty': u'10:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,22,0,23.0,50,0
45,"{u'mday': u'18', u'hour': u'22', u'min': u'30', u'mon': u'08', u'pretty': u'10:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,22,30,22.0,53,0
46,"{u'mday': u'18', u'hour': u'23', u'min': u'00', u'mon': u'08', u'pretty': u'11:00 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,23,0,21.0,56,0
47,"{u'mday': u'18', u'hour': u'23', u'min': u'30', u'mon': u'08', u'pretty': u'11:30 PM CEST on August 18, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,18,23,30,20.0,60,0
0,"{u'mday': u'19', u'hour': u'00', u'min': u'00', u'mon': u'08', u'pretty': u'12:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,0,0,20.0,60,0
1,"{u'mday': u'19', u'hour': u'00', u'min': u'30', u'mon': u'08', u'pretty': u'12:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,0,30,20.0,60,0
2,"{u'mday': u'19', u'hour': u'01', u'min': u'00', u'mon': u'08', u'pretty': u'1:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,1,0,20.0,60,0
3,"{u'mday': u'19', u'hour': u'01', u'min': u'30', u'mon': u'08', u'pretty': u'1:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,1,30,18.0,73,0
4,"{u'mday': u'19', u'hour': u'02', u'min': u'00', u'mon': u'08', u'pretty': u'2:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,2,0,17.0,77,0
5,"{u'mday': u'19', u'hour': u'02', u'min': u'30', u'mon': u'08', u'pretty': u'2:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,2,30,17.0,77,0
6,"{u'mday': u'19', u'hour': u'03', u'min': u'00', u'mon': u'08', u'pretty': u'3:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,3,0,17.0,77,0
7,"{u'mday': u'19', u'hour': u'03', u'min': u'30', u'mon': u'08', u'pretty': u'3:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,3,30,16.0,82,0
8,"{u'mday': u'19', u'hour': u'04', u'min': u'00', u'mon': u'08', u'pretty': u'4:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,4,0,16.0,82,0
9,"{u'mday': u'19', u'hour': u'04', u'min': u'30', u'mon': u'08', u'pretty': u'4:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,4,30,16.0,82,0
10,"{u'mday': u'19', u'hour': u'05', u'min': u'00', u'mon': u'08', u'pretty': u'5:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,5,0,15.0,88,0
11,"{u'mday': u'19', u'hour': u'05', u'min': u'30', u'mon': u'08', u'pretty': u'5:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,5,30,15.0,82,0
12,"{u'mday': u'19', u'hour': u'06', u'min': u'00', u'mon': u'08', u'pretty': u'6:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,6,0,14.0,88,0
13,"{u'mday': u'19', u'hour': u'06', u'min': u'30', u'mon': u'08', u'pretty': u'6:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,6,30,15.0,88,0
14,"{u'mday': u'19', u'hour': u'07', u'min': u'00', u'mon': u'08', u'pretty': u'7:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,7,0,15.0,88,0
15,"{u'mday': u'19', u'hour': u'07', u'min': u'30', u'mon': u'08', u'pretty': u'7:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,7,30,15.0,88,0
16,"{u'mday': u'19', u'hour': u'08', u'min': u'00', u'mon': u'08', u'pretty': u'8:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,8,0,16.0,82,0
17,"{u'mday': u'19', u'hour': u'08', u'min': u'30', u'mon': u'08', u'pretty': u'8:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,8,30,17.0,77,0
18,"{u'mday': u'19', u'hour': u'09', u'min': u'00', u'mon': u'08', u'pretty': u'9:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,9,0,19.0,73,0
19,"{u'mday': u'19', u'hour': u'09', u'min': u'30', u'mon': u'08', u'pretty': u'9:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,9,30,22.0,60,0
20,"{u'mday': u'19', u'hour': u'10', u'min': u'00', u'mon': u'08', u'pretty': u'10:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,10,0,23.0,57,0
21,"{u'mday': u'19', u'hour': u'10', u'min': u'30', u'mon': u'08', u'pretty': u'10:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,10,30,25.0,50,0
22,"{u'mday': u'19', u'hour': u'11', u'min': u'00', u'mon': u'08', u'pretty': u'11:00 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,11,0,26.0,47,0
23,"{u'mday': u'19', u'hour': u'11', u'min': u'30', u'mon': u'08', u'pretty': u'11:30 AM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,11,30,28.0,42,0
24,"{u'mday': u'19', u'hour': u'12', u'min': u'00', u'mon': u'08', u'pretty': u'12:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,12,0,29.0,40,0
25,"{u'mday': u'19', u'hour': u'12', u'min': u'30', u'mon': u'08', u'pretty': u'12:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,12,30,31.0,38,0
26,"{u'mday': u'19', u'hour': u'13', u'min': u'00', u'mon': u'08', u'pretty': u'1:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,13,0,31.0,40,0
27,"{u'mday': u'19', u'hour': u'13', u'min': u'30', u'mon': u'08', u'pretty': u'1:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,13,30,32.0,36,0
28,"{u'mday': u'19', u'hour': u'14', u'min': u'00', u'mon': u'08', u'pretty': u'2:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,14,0,33.0,36,0
29,"{u'mday': u'19', u'hour': u'14', u'min': u'30', u'mon': u'08', u'pretty': u'2:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,14,30,33.0,31,0
30,"{u'mday': u'19', u'hour': u'15', u'min': u'00', u'mon': u'08', u'pretty': u'3:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,15,0,34.0,30,0
31,"{u'mday': u'19', u'hour': u'15', u'min': u'30', u'mon': u'08', u'pretty': u'3:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,15,30,34.0,32,0
32,"{u'mday': u'19', u'hour': u'16', u'min': u'00', u'mon': u'08', u'pretty': u'4:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,16,0,35.0,30,0
33,"{u'mday': u'19', u'hour': u'16', u'min': u'30', u'mon': u'08', u'pretty': u'4:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,16,30,35.0,28,0
34,"{u'mday': u'19', u'hour': u'17', u'min': u'00', u'mon': u'08', u'pretty': u'5:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,17,0,35.0,28,0
35,"{u'mday': u'19', u'hour': u'17', u'min': u'30', u'mon': u'08', u'pretty': u'5:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,17,30,36.0,25,0
36,"{u'mday': u'19', u'hour': u'18', u'min': u'00', u'mon': u'08', u'pretty': u'6:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,18,0,36.0,27,0
37,"{u'mday': u'19', u'hour': u'18', u'min': u'30', u'mon': u'08', u'pretty': u'6:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,18,30,36.0,23,0
38,"{u'mday': u'19', u'hour': u'19', u'min': u'00', u'mon': u'08', u'pretty': u'7:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,19,0,36.0,25,0
39,"{u'mday': u'19', u'hour': u'19', u'min': u'30', u'mon': u'08', u'pretty': u'7:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,19,30,35.0,26,0
40,"{u'mday': u'19', u'hour': u'20', u'min': u'00', u'mon': u'08', u'pretty': u'8:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,20,0,35.0,26,0
41,"{u'mday': u'19', u'hour': u'20', u'min': u'30', u'mon': u'08', u'pretty': u'8:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,20,30,33.0,31,0
42,"{u'mday': u'19', u'hour': u'21', u'min': u'00', u'mon': u'08', u'pretty': u'9:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,21,0,32.0,33,0
43,"{u'mday': u'19', u'hour': u'21', u'min': u'30', u'mon': u'08', u'pretty': u'9:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,21,30,31.0,35,0
44,"{u'mday': u'19', u'hour': u'22', u'min': u'00', u'mon': u'08', u'pretty': u'10:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,22,0,31.0,38,0
45,"{u'mday': u'19', u'hour': u'22', u'min': u'30', u'mon': u'08', u'pretty': u'10:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,22,30,30.0,40,0
46,"{u'mday': u'19', u'hour': u'23', u'min': u'00', u'mon': u'08', u'pretty': u'11:00 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,23,0,29.0,42,0
47,"{u'mday': u'19', u'hour': u'23', u'min': u'30', u'mon': u'08', u'pretty': u'11:30 PM CEST on August 19, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,19,23,30,28.0,48,0
0,"{u'mday': u'20', u'hour': u'00', u'min': u'00', u'mon': u'08', u'pretty': u'12:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,0,0,28.0,48,0
1,"{u'mday': u'20', u'hour': u'00', u'min': u'30', u'mon': u'08', u'pretty': u'12:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,0,30,27.0,51,0
2,"{u'mday': u'20', u'hour': u'01', u'min': u'00', u'mon': u'08', u'pretty': u'1:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,1,0,27.0,51,0
3,"{u'mday': u'20', u'hour': u'01', u'min': u'30', u'mon': u'08', u'pretty': u'1:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,1,30,26.0,54,0
4,"{u'mday': u'20', u'hour': u'02', u'min': u'00', u'mon': u'08', u'pretty': u'2:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,2,0,26.0,54,0
5,"{u'mday': u'20', u'hour': u'02', u'min': u'30', u'mon': u'08', u'pretty': u'2:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,2,30,25.0,57,0
6,"{u'mday': u'20', u'hour': u'03', u'min': u'00', u'mon': u'08', u'pretty': u'3:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,3,0,24.0,61,0
7,"{u'mday': u'20', u'hour': u'03', u'min': u'30', u'mon': u'08', u'pretty': u'3:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,3,30,24.0,61,0
8,"{u'mday': u'20', u'hour': u'04', u'min': u'00', u'mon': u'08', u'pretty': u'4:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,4,0,24.0,65,0
9,"{u'mday': u'20', u'hour': u'04', u'min': u'30', u'mon': u'08', u'pretty': u'4:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,4,30,25.0,57,0
10,"{u'mday': u'20', u'hour': u'05', u'min': u'00', u'mon': u'08', u'pretty': u'5:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,5,0,24.0,61,0
11,"{u'mday': u'20', u'hour': u'05', u'min': u'30', u'mon': u'08', u'pretty': u'5:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,5,30,24.0,61,0
12,"{u'mday': u'20', u'hour': u'06', u'min': u'00', u'mon': u'08', u'pretty': u'6:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,6,0,24.0,65,0
13,"{u'mday': u'20', u'hour': u'06', u'min': u'30', u'mon': u'08', u'pretty': u'6:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,6,30,23.0,69,0
14,"{u'mday': u'20', u'hour': u'07', u'min': u'00', u'mon': u'08', u'pretty': u'7:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,7,0,23.0,69,0
15,"{u'mday': u'20', u'hour': u'07', u'min': u'30', u'mon': u'08', u'pretty': u'7:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,7,30,23.0,69,0
16,"{u'mday': u'20', u'hour': u'08', u'min': u'00', u'mon': u'08', u'pretty': u'8:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,8,0,24.0,65,0
17,"{u'mday': u'20', u'hour': u'08', u'min': u'30', u'mon': u'08', u'pretty': u'8:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,8,30,25.0,61,0
18,"{u'mday': u'20', u'hour': u'09', u'min': u'00', u'mon': u'08', u'pretty': u'9:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,9,0,26.0,57,0
19,"{u'mday': u'20', u'hour': u'09', u'min': u'30', u'mon': u'08', u'pretty': u'9:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,9,30,26.0,57,0
20,"{u'mday': u'20', u'hour': u'10', u'min': u'00', u'mon': u'08', u'pretty': u'10:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,10,0,27.0,54,0
21,"{u'mday': u'20', u'hour': u'10', u'min': u'30', u'mon': u'08', u'pretty': u'10:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,10,30,28.0,48,0
22,"{u'mday': u'20', u'hour': u'11', u'min': u'00', u'mon': u'08', u'pretty': u'11:00 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,11,0,29.0,45,0
23,"{u'mday': u'20', u'hour': u'11', u'min': u'30', u'mon': u'08', u'pretty': u'11:30 AM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,11,30,30.0,45,0
24,"{u'mday': u'20', u'hour': u'12', u'min': u'00', u'mon': u'08', u'pretty': u'12:00 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,12,0,30.0,43,0
25,"{u'mday': u'20', u'hour': u'12', u'min': u'30', u'mon': u'08', u'pretty': u'12:30 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,12,30,31.0,40,0
26,"{u'mday': u'20', u'hour': u'13', u'min': u'00', u'mon': u'08', u'pretty': u'1:00 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,13,0,31.0,40,0
27,"{u'mday': u'20', u'hour': u'13', u'min': u'30', u'mon': u'08', u'pretty': u'1:30 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,13,30,32.0,38,0
28,"{u'mday': u'20', u'hour': u'14', u'min': u'00', u'mon': u'08', u'pretty': u'2:00 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,14,0,32.0,38,0
29,"{u'mday': u'20', u'hour': u'14', u'min': u'30', u'mon': u'08', u'pretty': u'2:30 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,14,30,30.0,40,0
30,"{u'mday': u'20', u'hour': u'15', u'min': u'00', u'mon': u'08', u'pretty': u'3:00 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,15,0,30.0,25,0
31,"{u'mday': u'20', u'hour': u'15', u'min': u'30', u'mon': u'08', u'pretty': u'3:30 PM CEST on August 20, 2009', u'year': u'2009', u'tzname': u'Europe/Paris'}",2009,8,20,15,30,30.0,29,0
